qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.08562302589416504,0.1349036693572998,0.1375260353088379,0.13094305992126465,0.13968777656555176,0.16150498390197754,0.06688404083251953
0.07741379737854004,0.14442801475524902,0.1394047737121582,0.1356511116027832,0.13869500160217285,0.15303277969360352,0.0678701400756836
0.08199810981750488,0.1386430263519287,0.13547277450561523,0.1328580379486084,0.13306093215942383,0.1584620475769043,0.06598210334777832
0.08144998550415039,0.13807892799377441,0.13746404647827148,0.13701581954956055,0.1444530487060547,0.16545486450195312,0.06383204460144043
0.08156108856201172,0.13055205345153809,0.14128398895263672,0.13159489631652832,0.12865209579467773,0.15252971649169922,0.07238888740539551
0.08135414123535156,0.1496267318725586,0.14591312408447266,0.14246320724487305,0.14159798622131348,0.1629490852355957,0.06313419342041016
0.07669806480407715,0.13779926300048828,0.13168787956237793,0.13306975364685059,0.13438105583190918,0.16155695915222168,0.06697702407836914
0.08465266227722168,0.14060115814208984,0.1443941593170166,0.13175296783447266,0.14539504051208496,0.15687966346740723,0.0671076774597168
0.07658696174621582,0.14577484130859375,0.13427996635437012,0.13087797164916992,0.1340639591217041,0.16544318199157715,0.06801581382751465
0.07596087455749512,0.14149999618530273,0.14991998672485352,0.1404421329498291,0.12584590911865234,0.16379022598266602,0.07033205032348633
0.07709574699401855,0.14452290534973145,0.1322040557861328,0.13866329193115234,0.12925481796264648,0.16304278373718262,0.06958699226379395
0.08309793472290039,0.14131999015808105,0.13120388984680176,0.13760089874267578,0.12841796875,0.1487901210784912,0.06890130043029785
0.07441115379333496,0.12415122985839844,0.13132214546203613,0.12233185768127441,0.12083578109741211,0.14533305168151855,0.06712698936462402
0.07753610610961914,0.13732385635375977,0.14287209510803223,0.1322031021118164,0.14104723930358887,0.16385316848754883,0.06279706954956055
0.0772101879119873,0.131544828414917,0.1339552402496338,0.13202500343322754,0.13658595085144043,0.15848398208618164,0.06673383712768555
0.07433795928955078,0.136307954788208,0.12987971305847168,0.14397525787353516,0.13576912879943848,0.16540908813476562,0.06625199317932129
0.08274316787719727,0.13193488121032715,0.1365799903869629,0.14319396018981934,0.12912797927856445,0.16437101364135742,0.06252694129943848
0.07166886329650879,0.13442301750183105,0.14083361625671387,0.14102602005004883,0.1297590732574463,0.15244483947753906,0.06023287773132324
0.07887625694274902,0.12523889541625977,0.13383698463439941,0.12517881393432617,0.13373899459838867,0.15706300735473633,0.06776189804077148
0.07082295417785645,0.13541889190673828,0.13418316841125488,0.14500808715820312,0.14165568351745605,0.15524506568908691,0.06950092315673828
0.0709078311920166,0.12961792945861816,0.13076519966125488,0.13681316375732422,0.12922215461730957,0.14500021934509277,0.05993223190307617
0.08160710334777832,0.12981820106506348,0.13854479789733887,0.12863469123840332,0.1329059600830078,0.15635299682617188,0.06298398971557617
0.07349872589111328,0.13132095336914062,0.13778114318847656,0.13028979301452637,0.13647007942199707,0.15947175025939941,0.06020712852478027
0.07757186889648438,0.13333392143249512,0.12307286262512207,0.12427186965942383,0.13546109199523926,0.146942138671875,0.0605618953704834
0.08215093612670898,0.1284952163696289,0.12419319152832031,0.1254892349243164,0.13936924934387207,0.1565859317779541,0.06963419914245605
0.078521728515625,0.1386418342590332,0.1463930606842041,0.13239598274230957,0.1255970001220703,0.153533935546875,0.06365108489990234
0.07979011535644531,0.13559794425964355,0.1358480453491211,0.1324450969696045,0.12837696075439453,0.1498579978942871,0.06539392471313477
0.08142304420471191,0.13670086860656738,0.14615297317504883,0.12875699996948242,0.14092397689819336,0.15627074241638184,0.06616616249084473
0.07568931579589844,0.13138628005981445,0.13944101333618164,0.13832402229309082,0.13513970375061035,0.15987610816955566,0.06429076194763184
0.07929015159606934,0.13282084465026855,0.13315105438232422,0.13997220993041992,0.13429498672485352,0.16476893424987793,0.06680607795715332
0.07686018943786621,0.13723111152648926,0.13463807106018066,0.13823294639587402,0.13629794120788574,0.1551980972290039,0.0678868293762207
0.07564282417297363,0.13152313232421875,0.13264012336730957,0.14569497108459473,0.13344502449035645,0.16218805313110352,0.060488224029541016
0.08067917823791504,0.1366591453552246,0.1423358917236328,0.1369309425354004,0.13274097442626953,0.14969110488891602,0.06545901298522949
0.07815289497375488,0.13120603561401367,0.12656807899475098,0.12739205360412598,0.12373828887939453,0.162858247756958,0.06714701652526855
0.07305502891540527,0.13094210624694824,0.13611912727355957,0.14464402198791504,0.13059186935424805,0.1615440845489502,0.07262420654296875
0.08552908897399902,0.13502168655395508,0.13068413734436035,0.14138507843017578,0.14583206176757812,0.1606440544128418,0.06767892837524414
0.08375716209411621,0.14070725440979004,0.14379096031188965,0.13901400566101074,0.13121724128723145,0.15216517448425293,0.06072998046875
0.07418298721313477,0.13853693008422852,0.1361980438232422,0.13158130645751953,0.14174318313598633,0.16231799125671387,0.06950712203979492
0.08372712135314941,0.13933801651000977,0.13660502433776855,0.13228273391723633,0.13164091110229492,0.14949679374694824,0.06284117698669434
0.07467889785766602,0.134429931640625,0.1302037239074707,0.14023184776306152,0.1420600414276123,0.1509690284729004,0.061171770095825195
0.07221102714538574,0.132796049118042,0.12810397148132324,0.12380123138427734,0.1300349235534668,0.1497197151184082,0.061698198318481445
0.07190871238708496,0.12475705146789551,0.1334211826324463,0.12015795707702637,0.12345695495605469,0.15097904205322266,0.06548619270324707
0.07682585716247559,0.13783693313598633,0.13424277305603027,0.1260509490966797,0.1231849193572998,0.14331698417663574,0.06465601921081543
0.07946515083312988,0.13308119773864746,0.1384570598602295,0.1275801658630371,0.12320709228515625,0.1496257781982422,0.06172800064086914
0.08353090286254883,0.13342595100402832,0.1305391788482666,0.1355578899383545,0.13045597076416016,0.1527550220489502,0.06536078453063965
0.07624387741088867,0.15127086639404297,0.1329951286315918,0.12745118141174316,0.137894868850708,0.14826703071594238,0.06523585319519043
0.08268094062805176,0.13202691078186035,0.13489532470703125,0.13294625282287598,0.13187813758850098,0.15053820610046387,0.06566810607910156
0.07868194580078125,0.13737797737121582,0.13692831993103027,0.1357421875,0.13308405876159668,0.15797805786132812,0.07092690467834473
0.07242965698242188,0.14791083335876465,0.13435602188110352,0.13201308250427246,0.13392186164855957,0.1577749252319336,0.06999087333679199
0.07417511940002441,0.13538694381713867,0.13529491424560547,0.11874985694885254,0.14079594612121582,0.14831018447875977,0.06638622283935547
